iter	Passed	Remaining
1661	268765	297226
1662	268929	297067
1663	269064	296876
1664	269189	296673
1665	269370	296534
1666	269661	296514
1667	269863	296396
1668	270040	296252
1669	270191	296078
1670	270364	295928
1671	270527	295768
1672	270680	295596
1673	270850	295444
1674	270980	295247
1675	271099	295038
1676	271275	294892
1677	271442	294736
1678	271601	294571
1679	271759	294406
1680	271886	294206
1681	272048	294045
1682	272192	293864
1683	272351	293699
1684	272495	293518
1685	272652	293351
1686	272818	293194
1687	273000	293054
1688	273151	292882
1689	273326	292734
1690	273507	292593
1691	273622	292381
1692	273788	292224
1693	273909	292019
1694	274085	291873
1695	274258	291722
1696	274368	291506
1697	274552	291368
1698	274735	291229
1699	274911	291082
1700	275062	290909
1701	275220	290744
1702	275368	290568
1703	275507	290382
1704	275652	290202
1705	275811	290038
1706	275979	289883
1707	276163	289745
1708	276320	289578
1709	276475	289410
1710	276627	289238
1711	276807	289095
1712	276956	288921
1713	277110	288750
1714	277242	288558
1715	277363	288354
1716	277506	288173
1717	277668	288012
1718	277808	287828
1719	277953	287650
1720	278125	287498
1721	278202	287250
1722	278360	287084
1723	278525	286926
1724	278741	286821
1725	278880	286636
1726	279038	286471
1727	279180	286288
1728	279344	286129
1729	279500	285962
1730	279688	285828
1731	279872	285689
1732	280025	285518
1733	280180	285351
1734	280325	285172
1735	280499	285023
1736	280666	284867
1737	280804	284682
1738	280929	284483
1739	281078	284309
1740	281255	284163
1741	281435	284020
1742	281609	283871
1743	281788	283726
1744	281931	283547
1745	282056	283348
1746	282199	283168
1747	282342	282988
1748	282509	282832
1749	282686	282686
1750	282920	282596
1751	283061	282415
1752	283226	282256
1753	283359	282067
1754	283533	281918
1755	283694	281756
1756	283859	281598
1757	284032	281447
1758	284216	281308
1759	284405	281173
1760	284562	281007
1761	284726	280848
1762	284902	280700
1763	285050	280525
1764	285151	280305
1765	285319	280149
1766	285532	280038
1767	285709	279892
1768	285869	279728
1769	286069	279604
1770	286227	279439
1771	286389	279278
1772	286567	279132
1773	286749	278990
1774	287065	278978
1775	287187	278779
1776	287364	278631
1777	287553	278496
1778	287732	278351
1779	287903	278199
1780	288048	278021
1781	288172	277822
1782	288341	277668
1783	288510	277513
1784	288691	277370
1785	288888	277242
1786	289057	277087
1787	289242	276948
1788	289379	276762
1789	289533	276593
1790	289689	276425
1791	289858	276271
1792	290025	276114
1793	290156	275924
1794	290300	275745
1795	290477	275597
1796	290632	275429
1797	290808	275281
1798	291004	275152
1799	291147	274972
1800	291299	274801
1801	291446	274626
1802	291584	274442
1803	291754	274287
1804	291918	274128
1805	292070	273957
1806	292242	273805
1807	292415	273654
1808	292589	273503
1809	292743	273334
1810	292932	273199
1811	293095	273038
1812	293248	272868
1813	293383	272681
1814	293511	272488
1815	293654	272309
1816	293814	272146
1817	293948	271959
1818	294083	271772
1819	294223	271590
1820	294360	271406
1821	294509	271233
1822	294712	271109
1823	294924	270994
1824	295150	270891
1825	295356	270770
1826	295546	270634
1827	295716	270480
1828	295872	270313
1829	296018	270136
1830	296185	269980
1831	296322	269796
1832	296473	269624
1833	296650	269476
1834	296812	269314
1835	296983	269161
1836	297135	268991
1837	297268	268803
1838	297392	268607
1839	297590	268478
1840	297743	268308
1841	297879	268123
1842	298078	267995
1843	298201	267799
1844	298351	267626
1845	298519	267470
1846	298801	267416
1847	298969	267260
1848	299129	267097
1849	299237	266887
1850	299366	266696
1851	299547	266551
1852	299724	266403
1853	299899	266253
1854	300067	266097
1855	300260	265963
1856	300404	265786
1857	300586	265642
1858	300748	265480
1859	300891	265302
1860	301066	265152
1861	301223	264986
1862	301455	264885
1863	301619	264726
1864	301763	264548
1865	301918	264381
1866	302079	264218
1867	302221	264039
1868	302387	263881
1869	302517	263691
1870	302659	263512
1871	302846	263373
1872	302955	263165
1873	303077	262969
1874	303211	262783
1875	303513	262743
1876	303674	262580
1877	303837	262419
1878	304019	262275
1879	304182	262114
1880	304345	261954
1881	304500	261786
1882	304689	261647
1883	304860	261494
1884	305030	261338
1885	305170	261158
1886	305337	261001
1887	305481	260824
1888	305622	260644
1889	305776	260475
1890	305964	260336
1891	306123	260172
1892	306243	259975
1893	306412	259819
1894	306526	259617
1895	306672	259442
1896	306837	259283
1897	307011	259131
1898	307138	258940
1899	307322	258797
1900	307475	258628
1901	307626	258457
1902	307768	258279
1903	307878	258074
1904	308070	257938
1905	308264	257803
1906	308433	257647
1907	308565	257461
1908	308735	257306
1909	308871	257123
1910	309037	256965
1911	309268	256861
1912	309439	256707
1913	309642	256579
1914	309787	256403
1915	309927	256223
1916	310071	256047
1917	310229	255882
1918	310379	255711
1919	310548	255555
1920	310750	255426
1921	310931	255280
1922	311084	255111
1923	311252	254954
1924	311416	254795
1925	311580	254635
1926	311756	254485
1927	311922	254326
1928	312100	254177
1929	312237	253996
1930	312453	253878
1931	312697	253783
1932	312853	253616
1933	313023	253461
1934	313191	253304
1935	313338	253131
1936	313508	252975
1937	313633	252784
1938	313800	252626
1939	313963	252465
1940	314129	252306
1941	314284	252140
1942	314449	251980
1943	314582	251795
1944	314738	251629
1945	314883	251453
1946	315013	251266
1947	315116	251057
1948	315272	250891
1949	315423	250720
1950	315588	250562
1951	315709	250367
1952	315892	250223
1953	316020	250034
1954	316151	249848
1955	316316	249689
1956	316464	249516
1957	316619	249349
1958	316781	249188
1959	316955	249036
1960	317118	248875
1961	317332	248754
1962	317463	248569
1963	317597	248385
1964	317758	248223
1965	317921	248063
1966	318084	247901
1967	318260	247751
1968	318445	247608
1969	318676	247499
1970	318863	247357
1971	319016	247189
1972	319171	247022
1973	319321	246851
1974	319476	246684
1975	319653	246534
1976	319806	246365
1977	319965	246201
1978	320127	246040
1979	320277	245869
1980	320426	245697
1981	320610	245553
1982	320781	245398
1983	321017	245293
1984	321227	245168
1985	321432	245039
1986	321693	244953
1987	321946	244861
1988	322082	244679
1989	322244	244517
1990	322418	244364
1991	322561	244188
1992	322752	244048
1993	322909	243882
1994	323061	243713
1995	323182	243520
1996	323392	243394
1997	323593	243262
1998	323758	243101
1999	323930	242947
2000	324088	242783
2001	324266	242632
2002	324421	242465
2003	324569	242293
2004	324721	242124
2005	324863	241946
2006	325017	241779
2007	325184	241621
2008	325367	241474
2009	325547	241326
2010	325729	241178
2011	325910	241030
2012	326053	240854
2013	326221	240697
2014	326356	240516
2015	326517	240352
2016	326680	240192
2017	326878	240056
2018	327054	239904
2019	327185	239719
2020	327393	239591
2021	327559	239432
2022	327725	239273
2023	327887	239111
2024	328052	238951
2025	328230	238801
2026	328404	238647
2027	328550	238474
2028	328716	238315
2029	328864	238143
2030	329025	237980
2031	329195	237824
2032	329369	237671
2033	329543	237517
2034	329692	237346
2035	329914	237227
2036	330157	237123
2037	330305	236951
2038	330508	236818
2039	330715	236688
2040	330877	236526
2041	331028	236356
2042	331213	236210
2043	331375	236048
2044	331520	235874
2045	331633	235677
2046	331826	235536
2047	331982	235370
2048	332149	235211
2049	332322	235057
2050	332458	234876
2051	332606	234704
2052	332767	234541
2053	332901	234359
2054	333056	234192
2055	333252	234054
2056	333422	233898
2057	333562	233720
2058	333720	233555
2059	333849	233370
2060	333998	233199
2061	334176	233048
2062	334320	232874
2063	334494	232720
2064	334671	232568
2065	334820	232396
2066	334988	232239
2067	335156	232081
2068	335318	231919
2069	335461	231744
2070	335587	231556
2071	335746	231392
2072	335926	231243
2073	336122	231104
2074	336269	230931
2075	336411	230755
2076	336557	230583
2077	336709	230414
2078	336905	230275
2079	337084	230124
2080	337219	229944
2081	337396	229792
2082	337555	229628
2083	337829	229542
2084	337999	229385
2085	338147	229214
2086	338295	229042
2087	338438	228867
2088	338641	228733
2089	338775	228552
2090	338930	228385
2091	339084	228217
2092	339250	228057
2093	339411	227895
2094	339652	227786
2095	339816	227625
2096	339974	227460
2097	340200	227340
2098	340439	227229
2099	340690	227126
2100	340918	227008
2101	341095	226856
2102	341226	226672
2103	341392	226513
2104	341581	226368
2105	341743	226206
2106	341915	226050
2107	342079	225889
2108	342257	225737
2109	342396	225560
2110	342564	225401
2111	342724	225237
2112	342979	225136
2113	343151	224980
2114	343298	224807
2115	343467	224650
2116	343614	224477
2117	343806	224334
2118	343949	224159
2119	344122	224004
2120	344309	223858
2121	344515	223724
2122	344718	223588
2123	344870	223419
2124	345052	223269
2125	345200	223097
2126	345365	222936
2127	345537	222780
2128	345671	222599
2129	345804	222418
2130	345913	222221
2131	346058	222049
2132	346248	221904
2133	346384	221725
2134	346535	221555
2135	346818	221470
2136	347044	221348
2137	347213	221190
2138	347392	221038
2139	347554	220875
2140	347764	220743
2141	347937	220587
2142	348095	220422
2143	348264	220264
2144	348442	220111
2145	348584	219936
2146	348739	219769
2147	348891	219600
2148	349036	219426
2149	349189	219258
2150	349359	219100
2151	349505	218927
2152	349663	218762
2153	349804	218587
2154	349949	218414
2155	350116	218254
2156	350307	218109
2157	350538	217989
2158	350775	217874
2159	350921	217701
2160	351041	217512
2161	351209	217353
2162	351355	217180
2163	351499	217007
2164	351663	216845
2165	351852	216699
2166	352018	216539
2167	352171	216370
2168	352305	216190
2169	352496	216046
2170	352658	215883
2171	352829	215726
2172	352955	215541
2173	353108	215373
2174	353251	215199
2175	353416	215038
2176	353571	214871
2177	353745	214716
2178	353996	214607
2179	354199	214469
2180	354411	214337
2181	354582	214179
2182	354757	214024
2183	354932	213869
2184	355079	213697
2185	355252	213541
2186	355439	213393
2187	355634	213250
2188	355790	213084
2189	355926	212905
2190	356100	212749
2191	356258	212584
2192	356426	212425
2193	356564	212248
2194	356712	212077
2195	356868	211911
2196	357035	211750
2197	357209	211595
2198	357360	211426
2199	357537	211272
2200	357722	211123
2201	357942	210994
2202	358094	210825
2203	358247	210657
2204	358421	210501
2205	358592	210344
2206	358733	210168
2207	358887	210001
2208	359065	209847
2209	359257	209702
2210	359413	209535
2211	359582	209377
2212	359748	209216
2213	359885	209039
2214	360048	208876
2215	360215	208717
2216	360358	208543
2217	360540	208391
2218	360709	208233
2219	360844	208054
2220	360992	207883
2221	361192	207742
2222	361357	207581
2223	361557	207440
2224	361720	207278
2225	361849	207096
2226	361983	206917
2227	362111	206735
2228	362276	206573
2229	362439	206411
2230	362678	206292
2231	362839	206129
2232	363010	205971
2233	363191	205819
2234	363326	205640
2235	363464	205464
2236	363629	205303
2237	363767	205127
2238	363940	204970
2239	364150	204834
2240	364269	204647
2241	364386	204459
2242	364580	204314
2243	364739	204150
2244	364876	203973
2245	365057	203821
2246	365203	203649
2247	365365	203486
2248	365548	203335
2249	365730	203183
2250	365846	202994
2251	366004	202830
2252	366177	202673
2253	366319	202499
2254	366489	202340
2255	366644	202174
2256	366778	201996
2257	366988	201859
2258	367153	201698
2259	367314	201535
2260	367473	201370
2261	367660	201221
2262	367877	201089
2263	368098	200958
2264	368249	200789
2265	368430	200636
2266	368593	200474
2267	368778	200324
2268	368951	200167
2269	369122	200008
2270	369285	199846
2271	369389	199652
2272	369562	199495
2273	369733	199337
2274	369865	199158
2275	370013	198987
2276	370176	198825
2277	370331	198658
2278	370596	198551
2279	370812	198417
2280	370973	198253
2281	371163	198105
2282	371342	197951
2283	371504	197788
2284	371661	197622
2285	371838	197467
2286	372017	197314
2287	372158	197139
2288	372324	196979
2289	372493	196819
2290	372675	196667
2291	372825	196497
2292	372958	196319
2293	373120	196156
2294	373272	195988
2295	373465	195841
2296	373685	195708
2297	373827	195535
2298	374020	195388
2299	374161	195214
2300	374330	195055
2301	374506	194899
2302	374666	194735
2303	374814	194565
2304	374962	194394
2305	375137	194238
2306	375272	194061
2307	375417	193889
2308	375559	193716
2309	375721	193553
2310	375891	193394
2311	376063	193236
2312	376213	193067
2313	376367	192900
2314	376465	192705
2315	376585	192520
2316	376791	192379
2317	376954	192217
2318	377128	192060
2319	377333	191919
2320	377502	191760
2321	377642	191585
2322	377768	191404
2323	377906	191229
2324	378053	191059
2325	378214	190895
2326	378358	190724
2327	378489	190545
2328	378659	190386
2329	378834	190230
2330	379013	190075
2331	379257	189953
2332	379437	189800
2333	379584	189629
2334	379762	189474
2335	379913	189306
2336	380073	189142
2337	380265	188994
2338	380426	188830
2339	380585	188666
2340	380697	188478
2341	380898	188334
2342	381100	188191
2343	381275	188035
2344	381489	187897
2345	381687	187752
2346	381843	187586
2347	382005	187423
2348	382169	187261
2349	382312	187089
2350	382468	186922
2351	382635	186762
2352	382777	186589
2353	382944	186429
2354	383101	186263
2355	383254	186096
2356	383411	185931
2357	383573	185768
2358	383780	185626
2359	383976	185480
2360	384162	185328
2361	384288	185148
2362	384466	184993
2363	384611	184821
2364	384804	184673
2365	384963	184509
2366	385121	184344
2367	385281	184180
2368	385459	184024
2369	385629	183865
2370	385781	183697
2371	385921	183524
2372	386083	183361
2373	386228	183190
2374	386372	183018
2375	386531	182854
2376	386670	182680
2377	386794	182499
2378	386907	182313
2379	387096	182163
2380	387340	182038
2381	387517	181882
2382	387665	181713
2383	387851	181561
2384	387988	181386
2385	388129	181214
2386	388286	181048
2387	388468	180894
2388	388651	180741
2389	388820	180581
2390	388974	180415
2391	389170	180267
2392	389344	180110
2393	389519	179953
2394	389644	179773
2395	389833	179622
2396	390015	179469
2397	390171	179303
2398	390344	179145
2399	390533	178994
2400	390713	178839
2401	390910	178692
2402	391109	178546
2403	391245	178371
2404	391397	178203
2405	391602	178060
2406	391730	177881
2407	391904	177724
2408	392055	177556
2409	392195	177382
2410	392349	177216
2411	392490	177043
2412	392667	176887
2413	392839	176728
2414	393005	176567
2415	393138	176391
2416	393294	176225
2417	393449	176059
2418	393592	175888
2419	393734	175716
2420	393896	175553
2421	394064	175392
2422	394230	175231
2423	394398	175071
2424	394560	174908
2425	394711	174740
2426	394831	174558
2427	394992	174395
2428	395144	174227
2429	395303	174063
2430	395569	173946
2431	395766	173798
2432	395911	173628
2433	396085	173470
2434	396244	173305
2435	396383	173132
2436	396564	172978
2437	396708	172807
2438	396898	172656
2439	397095	172508
2440	397236	172336
2441	397410	172178
2442	397609	172031
2443	397817	171888
2444	397995	171732
2445	398175	171577
2446	398443	171459
2447	398639	171310
2448	398802	171147
2449	399026	171011
2450	399216	170860
2451	399421	170715
2452	399607	170562
2453	399768	170398
2454	399956	170246
2455	400147	170095
2456	400484	170006
2457	400702	169866
2458	400917	169725
2459	401096	169569
2460	401309	169427
2461	401496	169274
2462	401694	169125
2463	402004	169024
2464	402380	168951
2465	402742	168871
2466	403023	168757
2467	403232	168612
2468	403480	168484
2469	403638	168318
2470	403815	168161
2471	404000	168006
2472	404135	167831
2473	404343	167686
2474	404500	167520
2475	404685	167366
2476	404830	167194
2477	404997	167032
2478	405148	166864
2479	405354	166718
2480	405526	166558
2481	405686	166393
2482	405871	166238
2483	406046	166080
2484	406223	165922
2485	406409	165767
2486	406600	165615
2487	406759	165450
2488	406933	165291
2489	407137	165144
2490	407271	164968
2491	407470	164819
2492	407600	164642
2493	407807	164496
2494	408009	164348
2495	408142	164172
2496	408286	164001
2497	408514	163863
2498	408698	163708
2499	408866	163546
2500	409051	163391
2501	409394	163299
2502	409597	163151
2503	409807	163006
2504	409990	162850
2505	410175	162695
2506	410323	162525
2507	410515	162373
2508	410672	162206
2509	410844	162046
2510	410992	161876
2511	411174	161720
2512	411361	161565
2513	411606	161433
2514	411753	161263
2515	411885	161087
2516	412039	160919
2517	412222	160763
2518	412369	160593
2519	412543	160433
2520	412742	160283
2521	412893	160114
2522	413016	159935
2523	413152	159760
2524	413321	159599
2525	413423	159412
2526	413586	159247
2527	413754	159085
2528	413979	158945
2529	414142	158781
2530	414320	158623
2531	414473	158455
2532	414648	158296
2533	414835	158141
2534	415000	157978
2535	415179	157820
2536	415356	157661
2537	415556	157511
2538	415746	157358
2539	415888	157186
2540	416033	157015
2541	416169	156841
2542	416317	156671
2543	416489	156511
2544	416614	156332
2545	416747	156157
2546	416909	155993
2547	417076	155830
2548	417236	155665
2549	417446	155519
2550	417587	155347
2551	417823	155210
2552	417999	155051
2553	418162	154887
2554	418314	154719
2555	418486	154558
2556	418649	154394
2557	418816	154231
2558	419020	154083
2559	419171	153914
2560	419349	153755
2561	419534	153600
2562	419701	153437
2563	419858	153271
2564	420029	153110
2565	420200	152949
2566	420358	152783
2567	420526	152620
2568	420648	152442
2569	420803	152275
2570	420979	152115
2571	421142	151951
2572	421309	151789
2573	421476	151626
2574	421674	151475
2575	421828	151308
2576	421979	151139
2577	422154	150980
2578	422314	150814
2579	422459	150644
2580	422598	150471
2581	422740	150300
2582	422898	150134
2583	423064	149971
2584	423229	149808
2585	423369	149636
2586	423533	149472
2587	423754	149329
2588	423922	149167
2589	424062	148994
2590	424203	148823
2591	424396	148669
2592	424556	148504
2593	424711	148338
2594	424879	148175
2595	425014	148001
2596	425167	147834
2597	425339	147673
2598	425551	147526
2599	425722	147365
2600	425898	147205
2601	426050	147038
2602	426217	146875
2603	426383	146712
2604	426543	146547
2605	426678	146373
2606	426844	146210
2607	427007	146046
2608	427170	145882
2609	427315	145712
2610	427449	145539
2611	427592	145368
2612	427721	145193
2613	427902	145034
2614	428002	144849
2615	428236	144709
2616	428350	144529
2617	428555	144379
2618	428724	144217
2619	428904	144059
2620	429007	143875
2621	429131	143698
2622	429244	143518
2623	429363	143339
2624	429476	143158
2625	429614	142986
2626	429907	142866
2627	430087	142707
2628	430224	142535
2629	430366	142364
2630	430503	142192
2631	430651	142023
2632	430793	141852
2633	430883	141664
2634	430999	141485
2635	431109	141304
2636	431225	141125
2637	431333	140943
2638	431442	140762
2639	431536	140576
2640	431623	140387
2641	431769	140218
2642	431875	140036
2643	431993	139858
2644	432094	139675
2645	432217	139498
2646	432335	139320
2647	432423	139133
2648	432542	138955
2649	432673	138782
2650	432764	138595
2651	432880	138417
2652	432981	138234
2653	433093	138054
2654	433208	137876
2655	433310	137693
2656	433426	137515
2657	433524	137331
2658	433645	137155
2659	433738	136970
2660	433872	136797
2661	434051	136639
2662	434187	136468
2663	434276	136281
2664	434395	136105
2665	434515	135928
2666	434631	135750
2667	434730	135568
2668	434846	135390
2669	434962	135213
2670	435067	135032
2671	435186	134855
2672	435294	134675
2673	435407	134497
2674	435531	134322
2675	435670	134152
2676	435769	133970
2677	435850	133782
2678	435950	133600
2679	436051	133418
2680	436139	133233
2681	436232	133049
2682	436339	132869
2683	436427	132684
2684	436508	132496
2685	436593	132310
2686	436708	132133
2687	436796	131948
2688	436901	131769
2689	437000	131587
2690	437100	131406
2691	437198	131224
2692	437292	131041
2693	437397	130861
2694	437496	130680
2695	437589	130497
2696	437710	130323
2697	437873	130161
2698	438020	129994
2699	438125	129814
2700	438229	129635
2701	438330	129455
2702	438418	129271
2703	438512	129088
2704	438630	128913
2705	438728	128732
2706	438819	128549
2707	438922	128370
2708	439017	128188
2709	439119	128009
2710	439201	127823
2711	439300	127643
2712	439391	127460
2713	439481	127277
2714	439560	127092
2715	439639	126906
2716	439732	126724
2717	439803	126536
2718	439878	126349
2719	439954	126163
2720	440044	125981
2721	440132	125798
2722	440209	125612
2723	440293	125428
2724	440379	125245
2725	440466	125062
2726	440555	124880
2727	440645	124698
2728	440732	124516
2729	440802	124328
2730	440882	124144
2731	440968	123961
2732	441041	123775
2733	441131	123594
2734	441215	123411
2735	441299	123228
2736	441370	123041
2737	441454	122859
2738	441528	122673
2739	441617	122492
2740	441694	122307
2741	441778	122125
2742	441864	121943
2743	441956	121763
2744	442032	121579
2745	442114	121396
2746	442187	121211
2747	442263	121026
2748	442346	120844
2749	442438	120664
2750	442522	120483
2751	442612	120302
2752	442698	120122
2753	442776	119938
2754	442863	119758
2755	442949	119577
2756	443012	119390
2757	443102	119210
2758	443188	119029
2759	443262	118845
2760	443350	118665
2761	443435	118484
2762	443521	118304
2763	443612	118125
2764	443700	117945
2765	443791	117766
2766	443880	117587
2767	444006	117417
2768	444150	117253
2769	444226	117070
2770	444297	116886
2771	444383	116706
2772	444455	116523
2773	444548	116345
2774	444631	116165
2775	444725	115987
2776	444808	115807
2777	444896	115628
2778	444988	115450
2779	445078	115272
2780	445165	115093
2781	445250	114913
2782	445339	114735
2783	445434	114558
2784	445509	114376
2785	445604	114200
2786	445677	114018
2787	445770	113840
2788	445854	113661
2789	445932	113481
2790	446011	113300
2791	446086	113119
2792	446168	112939
2793	446254	112761
2794	446325	112579
2795	446507	112425
2796	446661	112264
2797	446793	112097
2798	446884	111920
2799	446969	111742
2800	447054	111564
2801	447153	111389
2802	447245	111212
2803	447330	111035
2804	447414	110856
2805	447489	110676
2806	447564	110496
2807	447649	110318
2808	447742	110142
2809	447824	109963
2810	447915	109787
2811	448003	109611
2812	448088	109433
2813	448170	109255
2814	448258	109078
2815	448332	108899
2816	448427	108724
2817	448512	108546
2818	448606	108372
2819	448694	108195
2820	448774	108017
2821	448863	107841
2822	448950	107665
2823	449037	107489
2824	449130	107314
2825	449220	107138
2826	449316	106964
2827	449404	106789
2828	449495	106614
2829	449583	106438
2830	449668	106262
2831	449822	106102
2832	449948	105935
2833	450027	105758
2834	450113	105582
2835	450196	105405
2836	450280	105229
2837	450366	105053
2838	450450	104877
2839	450541	104703
2840	450625	104527
2841	450695	104348
2842	450782	104173
2843	450861	103996
2844	450938	103818
2845	451019	103642
2846	451104	103467
2847	451190	103292
2848	451271	103116
2849	451356	102940
2850	451448	102767
2851	451538	102593
2852	451625	102419
2853	451698	102241
2854	451786	102067
2855	451867	101891
2856	451942	101714
2857	452021	101538
2858	452112	101365
2859	452186	101188
2860	452276	101015
2861	452361	100840
2862	452448	100666
2863	452520	100489
2864	452602	100314
2865	452687	100140
2866	452780	99968
2867	452863	99794
2868	452951	99621
2869	453040	99447
2870	453126	99274
2871	453199	99097
2872	453287	98924
2873	453371	98751
2874	453468	98580
2875	453558	98407
2876	453631	98231
2877	453720	98059
2878	453806	97886
2879	453879	97710
2880	453967	97537
2881	454049	97363
2882	454135	97190
2883	454210	97015
2884	454298	96843
2885	454375	96668
2886	454462	96496
2887	454548	96323
2888	454641	96152
2889	454715	95977
2890	454800	95805
2891	454880	95631
2892	454967	95459
2893	455038	95284
2894	455114	95110
2895	455199	94937
2896	455284	94765
2897	455373	94594
2898	455457	94422
2899	455544	94250
2900	455630	94078
2901	455779	93920
2902	455891	93753
2903	455971	93580
2904	456064	93410
2905	456153	93239
2906	456247	93070
2907	456340	92900
2908	456424	92728
2909	456501	92555
2910	456587	92384
2911	456670	92212
2912	456750	92039
2913	456833	91868
2914	456922	91697
2915	457014	91528
2916	457101	91357
2917	457184	91186
2918	457259	91013
2919	457342	90841
2920	457423	90670
2921	457506	90499
2922	457590	90328
2923	457675	90157
2924	457762	89987
2925	457856	89818
2926	457944	89648
2927	458038	89480
2928	458128	89310
2929	458213	89140
2930	458285	88967
2931	458371	88797
2932	458439	88624
2933	458527	88454
2934	458600	88282
2935	458676	88110
2936	458759	87940
2937	458844	87770
2938	458918	87599
2939	458991	87426
2940	459066	87255
2941	459153	87086
2942	459238	86916
2943	459328	86748
2944	459410	86578
2945	459485	86406
2946	459570	86237
2947	459644	86066
2948	459720	85895
2949	459802	85725
2950	459895	85558
2951	459982	85389
2952	460068	85221
2953	460156	85052
2954	460239	84883
2955	460326	84714
2956	460410	84546
2957	460504	84379
2958	460590	84210
2959	460667	84040
2960	460752	83872
2961	460838	83704
2962	460923	83535
2963	460995	83364
2964	461081	83196
2965	461167	83028
2966	461257	82861
2967	461334	82692
2968	461421	82524
2969	461491	82353
2970	461663	82201
2971	461756	82034
2972	461832	81865
2973	461924	81698
2974	462001	81529
2975	462081	81361
2976	462158	81192
2977	462251	81025
2978	462341	80859
2979	462418	80690
2980	462493	80521
2981	462567	80352
2982	462645	80183
2983	462715	80013
2984	462791	79845
2985	462863	79675
2986	462949	79508
2987	463034	79341
2988	463118	79174
2989	463196	79006
2990	463270	78838
2991	463361	78672
2992	463442	78504
2993	463535	78339
2994	463625	78173
2995	463700	78005
2996	463787	77839
2997	463869	77672
2998	463952	77505
2999	464043	77340
3000	464135	77175
3001	464211	77007
3002	464303	76842
3003	464399	76678
3004	464489	76513
3005	464578	76347
3006	464662	76181
3007	464748	76016
3008	464832	75850
3009	464918	75684
3010	464972	75513
3011	465058	75348
3012	465146	75183
3013	465235	75018
3014	465320	74852
3015	465404	74686
3016	465480	74520
3017	465557	74353
3018	465630	74186
3019	465713	74020
3020	465791	73854
3021	465865	73687
3022	465953	73522
3023	466035	73357
3024	466118	73192
3025	466207	73027
3026	466294	72863
3027	466388	72699
3028	466476	72535
3029	466564	72371
3030	466638	72205
3031	466727	72041
3032	466815	71877
3033	466904	71713
3034	466983	71547
3035	467060	71382
3036	467149	71218
3037	467283	71061
3038	467437	70907
3039	467516	70742
3040	467606	70579
3041	467680	70413
3042	467764	70249
3043	467850	70085
3044	467943	69922
3045	468016	69756
3046	468109	69594
3047	468196	69430
3048	468284	69267
3049	468369	69103
3050	468458	68940
3051	468550	68778
3052	468636	68614
3053	468721	68451
3054	468793	68285
3055	468883	68123
3056	468956	67958
3057	469051	67796
3058	469139	67633
3059	469215	67468
3060	469300	67305
3061	469375	67141
3062	469460	66978
3063	469546	66815
3064	469632	66652
3065	469716	66489
3066	469789	66324
3067	469872	66162
3068	469945	65997
3069	470023	65833
3070	470112	65671
3071	470194	65508
3072	470287	65347
3073	470377	65185
3074	470467	65023
3075	470543	64860
3076	470627	64697
3077	470704	64534
3078	470794	64373
3079	470877	64210
3080	470965	64048
3081	471055	63887
3082	471141	63725
3083	471226	63563
3084	471311	63401
3085	471401	63240
3086	471475	63077
3087	471555	62914
3088	471644	62753
3089	471715	62590
3090	471799	62428
3091	471869	62264
3092	471943	62101
3093	472027	61940
3094	472102	61777
3095	472176	61614
3096	472261	61453
3097	472331	61290
3098	472418	61129
3099	472494	60966
3100	472581	60806
3101	472664	60644
3102	472756	60484
3103	472845	60324
3104	472932	60163
3105	473010	60001
3106	473096	59841
3107	473169	59679
3108	473254	59518
3109	473342	59358
3110	473481	59204
3111	473613	59049
3112	473699	58889
3113	473788	58729
3114	473865	58567
3115	473956	58408
3116	474034	58246
3117	474120	58086
3118	474204	57926
3119	474296	57766
3120	474369	57605
3121	474457	57445
3122	474541	57285
3123	474634	57126
3124	474723	56966
3125	474819	56808
3126	474909	56648
3127	474997	56489
3128	475086	56330
3129	475174	56170
3130	475261	56011
3131	475350	55852
3132	475436	55692
3133	475528	55533
3134	475618	55375
3135	475705	55215
3136	475802	55057
3137	475886	54898
3138	475973	54739
3139	476060	54580
3140	476132	54419
3141	476217	54260
3142	476302	54101
3143	476375	53940
3144	476466	53782
3145	476547	53622
3146	476634	53464
3147	476709	53304
3148	476796	53145
3149	476882	52986
3150	476973	52828
3151	477053	52669
3152	477140	52511
3153	477218	52351
3154	477306	52193
3155	477377	52033
3156	477463	51875
3157	477549	51716
3158	477637	51558
3159	477727	51401
3160	477819	51243
3161	477911	51086
3162	477996	50927
3163	478073	50768
3164	478160	50610
3165	478250	50453
3166	478340	50296
3167	478428	50138
3168	478519	49981
3169	478593	49821
3170	478673	49663
3171	478756	49505
3172	478831	49346
3173	478922	49189
3174	479009	49032
3175	479092	48874
3176	479232	48722
3177	479347	48568
3178	479437	48411
3179	479525	48254
3180	479614	48097
3181	479698	47939
3182	479788	47782
3183	479863	47624
3184	479948	47467
3185	480019	47308
3186	480102	47151
3187	480188	46994
3188	480263	46836
3189	480350	46679
3190	480423	46521
3191	480496	46363
3192	480585	46207
3193	480672	46050
3194	480742	45892
3195	480813	45734
3196	480893	45577
3197	480978	45420
3198	481053	45263
3199	481126	45105
3200	481212	44949
3201	481313	44794
3202	481389	44637
3203	481475	44480
3204	481565	44325
3205	481650	44168
3206	481733	44012
3207	481808	43855
3208	481896	43699
3209	481972	43542
3210	482059	43386
3211	482145	43230
3212	482223	43074
3213	482312	42918
3214	482398	42763
