iter	RMSE
0	0.1382571126
1	0.1344358646
2	0.1306772743
3	0.1270516551
4	0.1235017107
5	0.1201039908
6	0.1167708631
7	0.1135555949
8	0.1104771914
9	0.1074768639
10	0.1045419942
11	0.1017095556
12	0.09896232156
13	0.09626540585
14	0.09370151565
15	0.09123597091
16	0.0888365844
17	0.08650225912
18	0.08419006948
19	0.08194718876
20	0.07980917015
21	0.07770386112
22	0.07573028887
23	0.07379732959
24	0.07186830565
25	0.06999530507
26	0.06819964768
27	0.06642140896
28	0.06472152095
29	0.06303038835
30	0.06146736446
31	0.05991436605
32	0.05845272612
33	0.05698880399
34	0.05552760347
35	0.05418026352
36	0.05289588098
37	0.05154926444
38	0.05026225712
39	0.04904148517
40	0.04779587042
41	0.04667851104
42	0.04548115137
43	0.04434957599
44	0.04328352216
45	0.0421866607
46	0.04120089501
47	0.04024846952
48	0.03932909769
49	0.03842470136
50	0.03752640032
51	0.03664531111
52	0.03579228403
53	0.03494169167
54	0.03412473937
55	0.03331470469
56	0.03256189686
57	0.03183108873
58	0.03112818745
59	0.03043264678
60	0.02977534126
61	0.02917823252
62	0.02858554086
63	0.02796421248
64	0.02735176518
65	0.02678307598
66	0.02626773939
67	0.02577942495
68	0.02528583137
69	0.02475110976
70	0.0242797371
71	0.02381151288
72	0.02333330246
73	0.02293511522
74	0.02248207112
75	0.02205328062
76	0.02165867981
77	0.02125187968
78	0.02088120505
79	0.02052487411
80	0.02017980652
81	0.01981478355
82	0.0194743257
83	0.01918926084
84	0.01885718164
85	0.01854096168
86	0.01822955085
87	0.01792543124
88	0.0176265996
89	0.01734913677
90	0.01706983845
91	0.01679601104
92	0.01655098129
93	0.0162960638
94	0.01604828926
95	0.01580298479
96	0.01557347975
97	0.01534750378
98	0.01512748069
99	0.0149233415
100	0.01473216999
101	0.01455850946
102	0.01436683635
103	0.01417437823
104	0.01398086366
105	0.01379290728
106	0.01361868194
107	0.01345941556
108	0.01330873097
109	0.01314672867
110	0.01299399195
111	0.01283905235
112	0.01272608996
113	0.01257366608
114	0.01243995451
115	0.01233137785
116	0.01223456459
117	0.01213059488
118	0.01201261904
119	0.01192642242
120	0.01183618341
121	0.01172002226
122	0.01159525836
123	0.01147409951
124	0.01136986996
125	0.01124356456
126	0.01114149859
127	0.01106737415
128	0.01097042883
129	0.01087829396
130	0.0107735535
131	0.01066383398
132	0.01056074892
133	0.01047960152
134	0.01037954919
135	0.01029864235
136	0.01022641787
137	0.01015810984
138	0.0100954184
139	0.01001200783
140	0.009943222736
141	0.009855910521
142	0.00978723392
143	0.009718671073
144	0.009651854746
145	0.009574612046
146	0.00949161047
147	0.009416143008
148	0.009353729013
149	0.009288324149
150	0.009230348521
151	0.009158669508
152	0.009097100542
153	0.00903768167
154	0.008974428403
155	0.008922081548
156	0.008877385313
157	0.008820976772
158	0.008778566625
159	0.008718843106
160	0.00865810515
161	0.008612195869
162	0.00857181713
163	0.008524543922
164	0.008475504498
165	0.008424528695
166	0.008377975344
167	0.008335636296
168	0.008298576728
169	0.00826507924
170	0.008226797478
171	0.008185253498
172	0.008148173547
173	0.008109141242
174	0.008081197115
175	0.008045576396
176	0.00801078117
177	0.007970460163
178	0.007932603722
179	0.007879076623
180	0.007848518573
181	0.007807293878
182	0.007772508664
183	0.007743678082
184	0.007704314023
185	0.007664290311
186	0.007638300515
187	0.00760844021
188	0.007578337244
189	0.007549448631
190	0.00752686713
191	0.007496412731
192	0.0074635346
193	0.007433826601
194	0.007403927229
195	0.0073722075
196	0.007347363453
197	0.007307469262
198	0.007283063903
199	0.007253369094
200	0.007227948137
201	0.007195468363
202	0.007177597535
203	0.007156432242
204	0.007131422611
205	0.007115775539
206	0.007086000121
207	0.007063455356
208	0.00703202002
209	0.00699736782
210	0.0069710409
211	0.006938215902
212	0.006912260943
213	0.006889191468
214	0.006870434466
215	0.006837304811
216	0.006810064576
217	0.006786438239
218	0.006759504415
219	0.006730790443
220	0.006702195063
221	0.006675248236
222	0.006662687844
223	0.006649269735
224	0.006624701423
225	0.006604450127
226	0.006580915823
227	0.006563004691
228	0.006545829973
229	0.006520734272
230	0.006500086336
231	0.006475697638
232	0.006456462741
233	0.00643779895
234	0.006421691192
235	0.006409024565
236	0.00638216475
237	0.006367217805
238	0.006341843423
239	0.006325496142
240	0.006311463789
241	0.006290795256
242	0.006274046394
243	0.006255626926
244	0.0062456523
245	0.006228013148
246	0.006211015225
247	0.006196378212
248	0.006178256605
249	0.006168217151
250	0.006144050052
251	0.006128794962
252	0.006111477759
253	0.006096294689
254	0.00608668616
255	0.006065922896
256	0.006050483081
257	0.006040270879
258	0.006021632997
259	0.006007393101
260	0.005987833795
261	0.005971838162
262	0.005959193227
263	0.005948086528
264	0.005924888477
265	0.005906187674
266	0.00588936267
267	0.005871015091
268	0.005858648016
269	0.005843280347
270	0.005825893947
271	0.005807511347
272	0.005786864346
273	0.005767272057
274	0.005753212876
275	0.005734932779
276	0.005725929716
277	0.00571715489
278	0.005705063003
279	0.005691047345
280	0.005677104329
281	0.005662388772
282	0.005647401713
283	0.00563469188
284	0.005625634167
285	0.005606858269
286	0.00559647981
287	0.005579283913
288	0.0055692477
289	0.005555623518
290	0.005545634916
291	0.005533638735
292	0.005520920222
293	0.005501963726
294	0.005494534567
295	0.005477178007
296	0.005461795359
297	0.005449291286
298	0.005437322519
299	0.005420929439
300	0.005405341019
301	0.005388750247
302	0.005379130402
303	0.00537075161
304	0.005362808384
305	0.005346950878
306	0.00533643622
307	0.00532220588
308	0.005309587751
309	0.005293543259
310	0.005282261902
311	0.005271229016
312	0.005257206467
313	0.005244519326
314	0.005237720625
315	0.00522610967
316	0.005214317616
317	0.005204467602
318	0.005189974607
319	0.005183279546
320	0.005169024292
321	0.005159269495
322	0.005152226378
323	0.005137373451
324	0.005130347269
325	0.005123216068
326	0.005115365043
327	0.005102290253
328	0.00509190549
329	0.005085222425
330	0.005077549348
331	0.005070543539
332	0.005064835579
333	0.005053418014
334	0.00504310531
335	0.005035564446
336	0.005021356584
337	0.005006604606
338	0.005001013845
339	0.004992940976
340	0.004984475866
341	0.004976733341
342	0.004967907553
343	0.00495954908
344	0.004952246513
345	0.004943416
346	0.004933703784
347	0.004927302567
348	0.004918592737
349	0.004904623304
350	0.004894063662
351	0.00487984152
352	0.004867981486
353	0.004861900484
354	0.004848922425
355	0.004838682665
356	0.004828697612
357	0.004822795728
358	0.004816483789
359	0.004811157089
360	0.004803328607
361	0.004790734419
362	0.004785366651
363	0.004773124829
364	0.004764952702
365	0.004759177002
366	0.004752140352
367	0.004740553305
368	0.004730304957
369	0.004722292138
370	0.004711237247
371	0.004703894429
372	0.00469877918
373	0.004692814422
374	0.004680602453
375	0.004671584431
376	0.004665346134
377	0.004653162846
378	0.004645561052
379	0.004635780759
380	0.00462946128
381	0.004618859757
382	0.004613032429
383	0.004607635965
384	0.00460113007
385	0.004592399806
386	0.004585557469
387	0.004579638393
388	0.004571658034
389	0.004563361791
390	0.004553960598
391	0.004547605452
392	0.004540431103
393	0.004532481028
394	0.004522995989
395	0.004518134594
396	0.004511457729
397	0.004504514569
398	0.004498298196
399	0.004490512881
400	0.004482672075
401	0.004477379507
402	0.004472739545
403	0.004466408007
404	0.004459805165
405	0.004455590769
406	0.004447887122
407	0.004441019579
408	0.004432103038
409	0.004420598931
410	0.004413238356
411	0.004406135286
412	0.004400027738
413	0.004393193686
414	0.004387610429
415	0.004379269698
416	0.004372154217
417	0.004364450993
418	0.004359385181
419	0.004352627657
420	0.004346686866
421	0.004341205429
422	0.004332078225
423	0.004326514244
424	0.004321986421
425	0.004317438541
426	0.004312184317
427	0.004305138977
428	0.004301135832
429	0.004294699349
430	0.004288631683
431	0.004283882671
432	0.004278208515
433	0.004268773946
434	0.004260845682
435	0.004253066714
436	0.004248944237
437	0.004244195488
438	0.004237107543
439	0.004233213096
440	0.004227782974
441	0.004222948814
442	0.004216469779
443	0.0042119655
444	0.00420693023
445	0.004203125242
446	0.004195104917
447	0.004188944916
448	0.004184574146
449	0.004178993276
450	0.004173523136
451	0.004167213744
452	0.004163084402
453	0.004154671315
454	0.004148680792
455	0.004144545886
456	0.004139194963
457	0.004135405236
458	0.004131829471
459	0.004124481737
460	0.004118891011
461	0.004117861627
462	0.004112299178
463	0.004107485849
464	0.004101258633
465	0.004095279304
